lemmata EN;bn:id;wn_synset;Column4;description;confidence
tsuzumi;bn:00876583n;wn:6925644n;T;a Penutian language spoken by the Tsimshian;0.5297195315361023
kotsusumi;bn:00876583n;wn:6925644n;T;a Penutian language spoken by the Tsimshian;0.5297195315361023
kotsuzumi;bn:00876583n;wn:6925644n;T;a Penutian language spoken by the Tsimshian;0.5297195315361023
carnatic_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
carnatic_sangeet;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
carnatic_classical_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnataka_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnataka_sangita;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnatic_classical_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnatic_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnāṭaka_saṃgīta;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
south_indian_classical;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnataka_sangeeth;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
carnatic_musician;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnakata_sangeetha;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnāṭaka_saṅgītam;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
origins_and_history_of_carnatic_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
list_of_carnatic_music_festivals;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnataka_sangeeta;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
javali;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnataka_sangeetham;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnataka_sangeetha;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
karnatak_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
south_indian_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
dravidian_music;bn:00877028n;wn:9674631n;C;a member of a Kannada-speaking group of people living chiefly in Kanara in southern India;0.5040251612663269
chicano_rock;bn:00880577n;wn:1756733n;C;mountain rock dweller of Mexico and most southern parts of United States southwest;0.473829984664917
pachucho_punk;bn:00880577n;wn:1756733n;C;mountain rock dweller of Mexico and most southern parts of United States southwest;0.473829984664917
chicano_punk;bn:00880577n;wn:1756733n;C;mountain rock dweller of Mexico and most southern parts of United States southwest;0.473829984664917
chicago_rock;bn:00880577n;wn:1756733n;C;mountain rock dweller of Mexico and most southern parts of United States southwest;0.473829984664917
latin-rock-goddess;bn:00880577n;wn:1756733n;C;mountain rock dweller of Mexico and most southern parts of United States southwest;0.473829984664917
temp_track;bn:00889326n;wn:1618468v;A;make tracks upon;0.4554876685142517
temp_tracks;bn:00889326n;wn:1618468v;A;make tracks upon;0.4554876685142517
temp_score;bn:00889326n;wn:1618468v;A;make tracks upon;0.4554876685142517
scratch_music;bn:00889326n;wn:1618468v;A;make tracks upon;0.4554876685142517
temp_music;bn:00889326n;wn:1618468v;A;make tracks upon;0.4554876685142517
recurrent_rotation;bn:00889604n;wn:3112379a;R;of or pertaining to rotation;0.4943028688430786
lowercase;bn:00891556n;wn:1467534s;L;lowercase;0.6565996408462524
canadian_classical_music;bn:00892042n;wn:7025900n;I;traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste;0.5689446330070496
canadian_composition;bn:00892042n;wn:7025900n;I;traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste;0.5689446330070496
canadian_compositions;bn:00892042n;wn:7025900n;I;traditional genre of music conforming to an established form and appealing to critical interest and developed musical taste;0.5689446330070496
afro-caribbean_music;bn:00893909n;wn:7061334n;A;"folk music consisting of a genre of a cappella music originating with Black slaves in the United States and featuring call and response; influential on the development of other genres of popular music (especially soul)";0.659990668296814
african-caribbean_music;bn:00893909n;wn:7061334n;A;"folk music consisting of a genre of a cappella music originating with Black slaves in the United States and featuring call and response; influential on the development of other genres of popular music (especially soul)";0.659990668296814
afro-carribean_music;bn:00893909n;wn:7061334n;A;"folk music consisting of a genre of a cappella music originating with Black slaves in the United States and featuring call and response; influential on the development of other genres of popular music (especially soul)";0.659990668296814
software_synthesizer;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
softsynth;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
midi_to_mp3;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
software_synthesiser;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
software_synth;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
software_synthesizers;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
microsoft_gs_wavetable_sw_synth;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
soft_synth;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
software_instruments;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
softsynths;bn:00894995n;wn:4376400n;A;(music) an electronic instrument (usually played with a keyboard) that generates and modifies sounds electronically and can imitate a variety of other musical instruments;0.5649810433387756
xylorimba;bn:00895123n;wn:4532831n;T;a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound;0.7091248035430908
marimba-xylophone;bn:00895123n;wn:4532831n;T;a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound;0.7091248035430908
xylo-marimba;bn:00895123n;wn:4532831n;T;a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound;0.7091248035430908
developing_variation;bn:00895218n;wn:4735556n;I;characterized by variation;0.6328548192977905
digital_booklet;bn:00895778n;wn:2695079n;D;"a book of blank pages with pockets or envelopes; for organizing photographs or stamp collections etc";0.5013779401779175
pakistani_hip_hop;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
pakistani_hip_hop_music;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
urdu_hip_hop;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
urdu_rap;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
punjabi_rap;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
pakistani_underground_music;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
punjabi_hip_hop;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
pakistani_rap;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
sindhi_hip_hop;bn:00896539n;wn:9725772n;P;a native or inhabitant of Pakistan;0.4876462519168854
ugabhoga;bn:00897213n;wn:6979743n;T;the Dravidian language spoken by the Toda in southern India;0.48565730452537537
ugaabogas;bn:00897213n;wn:6979743n;T;the Dravidian language spoken by the Toda in southern India;0.48565730452537537
ugaboga;bn:00897213n;wn:6979743n;T;the Dravidian language spoken by the Toda in southern India;0.48565730452537537
ugabogas;bn:00897213n;wn:6979743n;T;the Dravidian language spoken by the Toda in southern India;0.48565730452537537
ughabogas;bn:00897213n;wn:6979743n;T;the Dravidian language spoken by the Toda in southern India;0.48565730452537537
ughaboga;bn:00897213n;wn:6979743n;T;the Dravidian language spoken by the Toda in southern India;0.48565730452537537
ugabhogas;bn:00897213n;wn:6979743n;T;the Dravidian language spoken by the Toda in southern India;0.48565730452537537
electronic_body_music;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
industrial_dance;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
ebm;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
indust_dance;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
ebm_music;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
industrial_dance_music;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
old-school_ebm;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
techno_body_music;bn:00898369n;wn:7058064n;E;a style of fast heavy electronic dance music usually without vocals;0.6607743501663208
riddim;bn:00898508n;wn:11157580n;"\"",Jamaican singer who popularized reggae (1945-1981),0.4934961795806885";;
bookshelf_riddim;bn:00898508n;wn:11157580n;"\"",Jamaican singer who popularized reggae (1945-1981),0.4934961795806885";;
