wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,micro-casque,YES
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,casque,YES
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,casque-micro,YES
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,casque_micro,YES
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,casque_avec_microphone,YES
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,casque_d'écoute,YES
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,écouteur,YES
,bn:00043340n,,"headset, wireless_headset, bluetooth_headset, telephone_headset, aviation_headsets, bluetooth_wireless_headsets, wireless_headsets, aviation_headset, bluetooth_headphones",Receiver consisting of a pair of headphones,casque_à_écouteurs,YES
,bn:00043375n,,"hearing_impairment, hearing_disorder",Impairment of the sense of hearing,déficience_auditive,YES
,bn:00043375n,,"hearing_impairment, hearing_disorder",Impairment of the sense of hearing,surdité,YES
,bn:00043375n,,"hearing_impairment, hearing_disorder",Impairment of the sense of hearing,entendre_trouble,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,quadruple-croche,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,quadruple_croche,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,quadruples_croches,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,quadruples-croches,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,64e_noter,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,note_64e,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,64ème_note,YES
,bn:00043658n,,"hemidemisemiquaver, sixty-fourth_note, semidemisemiquaver, octuple_croche, seizième_de_soupir, hemi-demi-semiquaver, fusellala, sixty-fourth_rest, quadruple-croche, semibiscroma, quadruple_croche, vierundsechzigstelnote, vierundsechzigstel-note, 𝅁, hemidemisemiquaver_rest, 64th_note, seizieme_de_soupir, sixty-fourth-note",A musical note having the time value of a sixty-fourth of a whole note,hemidemisemiquaver,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,hifi,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,technologies_des_musiques_amplifiées,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,haute_fidélité,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,hi-fi,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,technologies_des_musiques_amplifiees,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,haute-fidélité,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,salut_fi,YES
,bn:00043978n,,"high_fidelity, hi-fi, hifi, hi_fi, high-fidelity, high-fidelity_speakers, en_61305, din_45500, high_fidelity_audio, hi_fidelity, high-fidelity_audio",The reproduction of sound with little or no distortion,salut-fi,YES
,bn:00044035n,,"high-hat_cymbal, high_hat, hi-hat",Cymbals that are operated by a foot pedal,charleston,YES
,bn:00044035n,,"high-hat_cymbal, high_hat, hi-hat",Cymbals that are operated by a foot pedal,charley,YES
,bn:00044035n,,"high-hat_cymbal, high_hat, hi-hat",Cymbals that are operated by a foot pedal,haut-de-forme_cymbale,YES
,bn:00044035n,,"high-hat_cymbal, high_hat, hi-hat",Cymbals that are operated by a foot pedal,haut-de-forme,YES
,bn:00044067n,,"high_frequency, high_pitch",A pitch that is perceived as above other pitches,aigu,YES
,bn:00044281n,,hit_parade,A ranked list of the songs that are most popular at a given time,palmarès_musical,YES
,bn:00044281n,,hit_parade,A ranked list of the songs that are most popular at a given time,palmarès,YES
,bn:00044281n,,hit_parade,A ranked list of the songs that are most popular at a given time,hit-parade,YES
,bn:00044510n,,"tonic_key, home_key",The basic key in which a piece of music is written,touche_début,YES
,bn:00044510n,,"tonic_key, home_key",The basic key in which a piece of music is written,touche_d'accueil,YES
,bn:00044510n,,"tonic_key, home_key",The basic key in which a piece of music is written,tonique,YES
,bn:00044650n,,honk,The cry of a goose (or any sound resembling this),klaxonner,YES
,bn:00044690n,,"step_dancing, step_dance, hoofing, step-dancing, step_dancer, tap_percussion, step_show, stepshow, stepdance",Dancing in which the steps are more important than gestures or postures,claque,YES
,bn:00044690n,,"step_dancing, step_dance, hoofing, step-dancing, step_dancer, tap_percussion, step_show, stepshow, stepdance",Dancing in which the steps are more important than gestures or postures,step_dancing,YES
,bn:00044690n,,"step_dancing, step_dance, hoofing, step-dancing, step_dancer, tap_percussion, step_show, stepshow, stepdance",Dancing in which the steps are more important than gestures or postures,gigue,YES
,bn:00044690n,,"step_dancing, step_dance, hoofing, step-dancing, step_dancer, tap_percussion, step_show, stepshow, stepdance",Dancing in which the steps are more important than gestures or postures,hoofing,YES
,bn:00044690n,,"step_dancing, step_dance, hoofing, step-dancing, step_dancer, tap_percussion, step_show, stepshow, stepdance",Dancing in which the steps are more important than gestures or postures,danse_étape,YES
,bn:00044690n,,"step_dancing, step_dance, hoofing, step-dancing, step_dancer, tap_percussion, step_show, stepshow, stepdance",Dancing in which the steps are more important than gestures or postures,étape-danse,YES
,bn:00044721n,,hoot,A loud raucous cry (as of an owl),ululement,YES
,bn:00044721n,,hoot,A loud raucous cry (as of an owl),hululement,YES
,bn:00044774n,,horn,A noisemaker (as at parties or games) that makes a loud noise when you blow through it,corne,YES
,bn:00044774n,,horn,A noisemaker (as at parties or games) that makes a loud noise when you blow through it,avertisseur,YES
,bn:00044776n,,horn,A noise made by the driver of an automobile to give warning;,avertisseur,YES
,bn:00044776n,,horn,A noise made by the driver of an automobile to give warning;,corne,YES
,bn:00044781n,,horn,An alarm device that makes a loud warning sound,,YES
,bn:00044802n,,hornpipe,A British solo dance performed by sailors,matelote,YES
,bn:00044804n,,"pibgorn, hornpipe, stockhorn, pib_corn, pibcorn",An ancient (now obsolete) single-reed woodwind; usually made of bone,pibgorn,YES
,bn:00044804n,,"pibgorn, hornpipe, stockhorn, pib_corn, pibcorn",An ancient (now obsolete) single-reed woodwind; usually made of bone,stockhorn,YES
,bn:00044804n,,"pibgorn, hornpipe, stockhorn, pib_corn, pibcorn",An ancient (now obsolete) single-reed woodwind; usually made of bone,matelote,YES
,bn:00045457n,,hymeneal,A wedding hymn,hymeneal,YES
,bn:00046194n,,improvisation,A creation spoken or written or composed extemporaneously (without prior preparation),improvisation,YES
,bn:00046216n,,in_time,In the correct rhythm,en_rythme,YES
,bn:00046216n,,in_time,In the correct rhythm,dans_le_temps,YES
,bn:00046483n,,indie,A pop group not affiliated with a major record company,musique_indépendante,YES
,bn:00046483n,,indie,A pop group not affiliated with a major record company,musique_indé,YES
,bn:00046483n,,indie,A pop group not affiliated with a major record company,indé,YES
,bn:00046483n,,indie,A pop group not affiliated with a major record company,indie,YES
,bn:00046483n,,indie,A pop group not affiliated with a major record company,musique_indie,YES
,bn:00046965n,,"musical_instrument, instrument, music_instrument, musical_instruments, music_instrument_construction, musical_instrument_maker, band_intstruments, instrument_builder, musical_intrument, orchestral_instrument, custom_built_instruments, musical_instrument_builder, musical_equipment, musical_instrument_construction, musicalinstruments",Any of various devices or contrivances that can be used to produce musical tones or sounds,instrument_de_musique,YES
,bn:00046965n,,"musical_instrument, instrument, music_instrument, musical_instruments, music_instrument_construction, musical_instrument_maker, band_intstruments, instrument_builder, musical_intrument, orchestral_instrument, custom_built_instruments, musical_instrument_builder, musical_equipment, musical_instrument_construction, musicalinstruments",Any of various devices or contrivances that can be used to produce musical tones or sounds,instrument,YES
,bn:00046965n,,"musical_instrument, instrument, music_instrument, musical_instruments, music_instrument_construction, musical_instrument_maker, band_intstruments, instrument_builder, musical_intrument, orchestral_instrument, custom_built_instruments, musical_instrument_builder, musical_equipment, musical_instrument_construction, musicalinstruments",Any of various devices or contrivances that can be used to produce musical tones or sounds,instruments_de_musique,YES
,bn:00046965n,,"musical_instrument, instrument, music_instrument, musical_instruments, music_instrument_construction, musical_instrument_maker, band_intstruments, instrument_builder, musical_intrument, orchestral_instrument, custom_built_instruments, musical_instrument_builder, musical_equipment, musical_instrument_construction, musicalinstruments",Any of various devices or contrivances that can be used to produce musical tones or sounds,instrumentarium,YES
