wn_synset,bn:id,pos,lemmata EN,definition,lemmata ES,is it related to music?,note
,bn:01073954n,,"power_metal, epic_metal, elf_metal, nwoshm, powermetal, christian_power_metal, folk-power_metal, blackened_power_metal, new_wave_of_swedish_heavy_metal, disney_metal, thrash-power_metal, power-metal, flower_metal, prog-power_metal","Power metal is a subgenre of heavy metal combining characteristics of traditional heavy metal with speed metal, often within symphonic context.",epic_metal,YES,
,bn:01073954n,,"power_metal, epic_metal, elf_metal, nwoshm, powermetal, christian_power_metal, folk-power_metal, blackened_power_metal, new_wave_of_swedish_heavy_metal, disney_metal, thrash-power_metal, power-metal, flower_metal, prog-power_metal","Power metal is a subgenre of heavy metal combining characteristics of traditional heavy metal with speed metal, often within symphonic context.",rock_épico,YES,
,bn:01073954n,,"power_metal, epic_metal, elf_metal, nwoshm, powermetal, christian_power_metal, folk-power_metal, blackened_power_metal, new_wave_of_swedish_heavy_metal, disney_metal, thrash-power_metal, power-metal, flower_metal, prog-power_metal","Power metal is a subgenre of heavy metal combining characteristics of traditional heavy metal with speed metal, often within symphonic context.",symphonic_power_metal,YES,
,bn:01073954n,,"power_metal, epic_metal, elf_metal, nwoshm, powermetal, christian_power_metal, folk-power_metal, blackened_power_metal, new_wave_of_swedish_heavy_metal, disney_metal, thrash-power_metal, power-metal, flower_metal, prog-power_metal","Power metal is a subgenre of heavy metal combining characteristics of traditional heavy metal with speed metal, often within symphonic context.",power_metal_melódico,YES,
,bn:01463141n,,"power_electronics, death_industrial","Power electronics is a genre of music that generally consists of static, screeching waves of feedback, analogue synthesizers making sub-bass pulses or high frequency squealing sounds; and screamed, distorted, often hateful and offensive lyrics.",Power_electronics,YES,
,bn:01463141n,,"power_electronics, death_industrial","Power electronics is a genre of music that generally consists of static, screeching waves of feedback, analogue synthesizers making sub-bass pulses or high frequency squealing sounds; and screamed, distorted, often hateful and offensive lyrics.",electrónica_de_potencia,YES,
,bn:00862644n,,"power_chord, indeterminate_chord, spider_chord, fifth_chord, power_chords, 5th_chord, spider_cord, open-fifth_chord, powerchord","A power chord Play is a colloquial name for a chord in guitar music, especially electric guitar, that consists of the root note and the fifth, as well as possibly octaves of those notes.",power_chord,YES,
,bn:00862644n,,"power_chord, indeterminate_chord, spider_chord, fifth_chord, power_chords, 5th_chord, spider_cord, open-fifth_chord, powerchord","A power chord Play is a colloquial name for a chord in guitar music, especially electric guitar, that consists of the root note and the fifth, as well as possibly octaves of those notes.",power_chords,YES,
,bn:00862644n,,"power_chord, indeterminate_chord, spider_chord, fifth_chord, power_chords, 5th_chord, spider_cord, open-fifth_chord, powerchord","A power chord Play is a colloquial name for a chord in guitar music, especially electric guitar, that consists of the root note and the fifth, as well as possibly octaves of those notes.",acordes_de_la_energía,YES,
,bn:03473993n,,"post-rock, atmospheric_rock, post_rock, 2000s_post-rock, ambient_rock, postrock, 1990s_post-rock","Post-rock is a form of experimental rock characterized by a focus on exploring textures and timbre over traditional rock song structures, chords, or riffs.",post-rock,YES,
,bn:03473993n,,"post-rock, atmospheric_rock, post_rock, 2000s_post-rock, ambient_rock, postrock, 1990s_post-rock","Post-rock is a form of experimental rock characterized by a focus on exploring textures and timbre over traditional rock song structures, chords, or riffs.",post_rock,YES,
,bn:03473993n,,"post-rock, atmospheric_rock, post_rock, 2000s_post-rock, ambient_rock, postrock, 1990s_post-rock","Post-rock is a form of experimental rock characterized by a focus on exploring textures and timbre over traditional rock song structures, chords, or riffs.",postrock,YES,
,bn:03473993n,,"post-rock, atmospheric_rock, post_rock, 2000s_post-rock, ambient_rock, postrock, 1990s_post-rock","Post-rock is a form of experimental rock characterized by a focus on exploring textures and timbre over traditional rock song structures, chords, or riffs.",ambient_rock,YES,
,bn:03473993n,,"post-rock, atmospheric_rock, post_rock, 2000s_post-rock, ambient_rock, postrock, 1990s_post-rock","Post-rock is a form of experimental rock characterized by a focus on exploring textures and timbre over traditional rock song structures, chords, or riffs.",rock_atmosférico,YES,
,bn:01885190n,,"post-punk, post_punk, post-punk_genre, new_musick, 'post-punk', 1970s_post-punk, post_punk_rock, post-punk_rock, postpunk, post-punk_music","Post-punk is a broad genre of rock music which emerged in the late 1970s as artists departed from the raw simplicity and traditionalism of punk rock, instead adopting a variety of avant-garde sensibilities and non-rock influences.",post-punk,YES,
,bn:01885190n,,"post-punk, post_punk, post-punk_genre, new_musick, 'post-punk', 1970s_post-punk, post_punk_rock, post-punk_rock, postpunk, post-punk_music","Post-punk is a broad genre of rock music which emerged in the late 1970s as artists departed from the raw simplicity and traditionalism of punk rock, instead adopting a variety of avant-garde sensibilities and non-rock influences.",post_punk,YES,
,bn:01885190n,,"post-punk, post_punk, post-punk_genre, new_musick, 'post-punk', 1970s_post-punk, post_punk_rock, post-punk_rock, postpunk, post-punk_music","Post-punk is a broad genre of rock music which emerged in the late 1970s as artists departed from the raw simplicity and traditionalism of punk rock, instead adopting a variety of avant-garde sensibilities and non-rock influences.",pospunk,YES,
,bn:01885190n,,"post-punk, post_punk, post-punk_genre, new_musick, 'post-punk', 1970s_post-punk, post_punk_rock, post-punk_rock, postpunk, post-punk_music","Post-punk is a broad genre of rock music which emerged in the late 1970s as artists departed from the raw simplicity and traditionalism of punk rock, instead adopting a variety of avant-garde sensibilities and non-rock influences.",afterpunk,YES,
,bn:03217106n,,audio_post_production,Audio post production is all stages of audio production relating to sound produced and synchronized with moving picture.,post-producción_de_audio,YES,
,bn:03226666n,,"post-metal, post_metal, postmetal, atmospheric_metal, shoegaze_metal, metalgaze, dream_metal, post-rock_metal, ethereal_metal, metalgazing, experimental_metal, metallic_shoegaze, atmospheric_sludge_metal, post-metal_music, ambient_metal, post-metal_bands, metallic_post-rock, heavy_post-rock",Post-metal is a style of music that is rooted in heavy metal but explores approaches beyond the genre's conventions.,post-metal,YES,
,bn:03226666n,,"post-metal, post_metal, postmetal, atmospheric_metal, shoegaze_metal, metalgaze, dream_metal, post-rock_metal, ethereal_metal, metalgazing, experimental_metal, metallic_shoegaze, atmospheric_sludge_metal, post-metal_music, ambient_metal, post-metal_bands, metallic_post-rock, heavy_post-rock",Post-metal is a style of music that is rooted in heavy metal but explores approaches beyond the genre's conventions.,post_metal,YES,
,bn:03226666n,,"post-metal, post_metal, postmetal, atmospheric_metal, shoegaze_metal, metalgaze, dream_metal, post-rock_metal, ethereal_metal, metalgazing, experimental_metal, metallic_shoegaze, atmospheric_sludge_metal, post-metal_music, ambient_metal, post-metal_bands, metallic_post-rock, heavy_post-rock",Post-metal is a style of music that is rooted in heavy metal but explores approaches beyond the genre's conventions.,metal_poste,YES,
