wn_synset,bn:id,pos,lemmata EN,definition,lemmata FR,is it related to music?
,bn:00819875n,,"balaban, yasti_balaban","Balaban, or balaman is cylindrical-bore, double-reed wind instrument about 35 centimetres long with eight finger holes and one thumb hole.",balaban,YES
,bn:00819893n,,rondador,The rondador is a set of chorded cane panpipes that produces two tones simultaneously.,rondador,YES
,bn:00820643n,,comprimario,A comprimario is a small supporting role in an opera.,comprimario,YES
,bn:00821669n,,"zoroastrian_music, zarathustran_music",Zoroastrian music is a genre of religious music that accompanies religious and traditional rites among the Zoroastrian people.,musique_zoroastrienne,YES
,bn:00821856n,,"underground_music, underground_bands, musik_'underground', underground_scene, underground_musician, underground, underground_rock, underground_musicians, underground_band, underground_music_industry","The term ""underground music"" can be taken to denote those practices perceived as outside, or somehow opposed to, mainstream popular music culture.","musique_underground, rock_underground, scène_underground",YES
,bn:00822665n,,"parlour_song, parlour_music, parlor_song, parlour_songs, parlor_music, parlour_mode, submediant-octave_mode, parlor_songs, parlour_chord, parlor_ballad, parlour_ballads, mediant-octave_mode, pseudo-phrygian_mode, mediant-octave_modal_frame, parlour_ballad","Parlour music is a type of popular music which, as the name suggests, is intended to be performed in the parlours of houses, usually by amateur singers and pianists.",musique_de_salon,YES
,bn:00825954n,,"psychoanalysis_and_music, music&psychoanalysis","Music has the ability to open doors, which allow us to see beyond a typical conversation or thought process.",psycho-analise_et_musique,YES
,bn:00832482n,,"eye_music, augenmusik",Eye music describes graphical features of scores which when performed are unnoticeable by the listener.,,YES
,bn:00833972n,,"passamezzo_antico, passo_e_mezzo",The passamezzo antico is a ground bass or chord progression that was popular during the Italian Renaissance and known throughout Europe in the 16th century.,"antico_passamezzo, passamezzo_antico",YES
,bn:00834789n,,uruguayan_rock,Uruguayan rock first emerged in Uruguay in the 1950s.,rock_uruguayen,YES
,bn:00837340n,,"christian_music_industry, gospel_music_industry, contemporary_christian_music_industry","The Christian music industry is a small part of the larger music industry, that focuses on traditional Gospel music, Southern gospel, contemporary Christian music, and alternative Christian music.",industrie_de_la_musique_chrétienne,YES
,bn:00837758n,,"manual, organ_manual, keyboard_manual, hoofdwerk, manualiter","A manual is a musical keyboard designed to be played with the hands, on an instrument such as a pipe organ, harpsichord, clavichord, electronic organ, melodica, or synthesizer.","clavier, clavier_d'orgue, manuel",YES
,bn:00839108n,,"forró, forro_pe-de-serra, forro, forró_pé-de-serra, forró_pé-de_serra","The term forró refers to a musical genre, a rhythm, a dance and the event itself where forró music is played and danced.",forró,YES
,bn:00839613n,,"african_popular_music, afropop, afrobeats, african_pop_music, afropop_music, afro_pop, afro-pop, afro_pop_music, african_pop","African popular music, like African traditional music, is vast and varied.","afropop, afro-pop, pop_africaine, afro_pop, musique_populaire_africaine",YES
,bn:00840901n,,educational_music,"Educational music, is a genre of music in which songs, lyrics, or other musical elements are used as a method of teaching and/or learning.",musique_éducative,YES
,bn:00841580n,,brukdown,Brukdown is a genre of Belizean music.,brukdown,YES
,bn:00842245n,,"richter-tuned_harmonica, blues_harp, richter_tuned_harmonica, blues_harmonica, 10-hole_harmonica, harmonica_blues","The Richter-tuned harmonica, or 10-hole harmonica or blues harp, is the most widely known type of harmonica.","harmonica_diatonique_simple, harmonica_diatonique, harmonica_blues",YES
,bn:00842254n,,"harmonica_techniques, blues-harp, cross_harping, cross_harp","There are numerous techniques available for harmonica, including bending, overbending, and tongue blocking.",techniques_de_harmonica,YES
,bn:00846386n,,"uk_hard_house, hard_house, scouse_house, subground, hardhouse, hard_bounce, pumping_house, bouncy_house",UK hard house or simply hard house is a style of electronic dance music music that emerged in the 1990s and is synonymous with its association to Trade club and the associated DJs there that created the style.,"hard_house, hardhouse, scouse_house, hard-house, royaume-uni_hard_house",YES
,bn:00847706n,,"technical_death_metal, progressive_death_metal, tech-death, tekk-death, prog_death, progdeath, progessive_death_metal, tekk_death_metal, tekk_death, technical_death, techdeath, tekk-death_metal, prog-death, tech-death_metal, tech_death, techdeath_metal, tech_death_metal","Technical death metal is a musical subgenre of death metal that began and developed in the early- to mid-1990s, with particular focus on challenging, demanding instrumental skill and complex songwriting.","death_metal_technique, tech-death, technical_death_metal",YES
,bn:00850157n,,"rockism, rockism_and_poptimism, rockist, rockists","Rockism is the belief that rock music is dependent on values such as authenticity and artfulness, and that such values elevate the genre over other forms of popular music.",rockisme,YES
,bn:00851397n,,"cycle, cycle_of_compositions, composition_cycle, compositional_cycle",Cycle has several meanings in the field of music.,cycle,YES
,bn:00852162n,,"level, tonal_step, tonality_level, root_progression, foundation_note, shift_of_level, shift_of_level_principle, shifts_of_level","A level, also ""tonality level"", Gerhard Kubik's ""tonal step,"" ""tonal block,"" and John Blacking's ""root progression,"" is an important melodic and harmonic progression where melodic material shifts between a whole tone above and a whole tone below the tonal center.",,YES
,bn:00853099n,,"jazz_guitar, chord_solo, chord_melody, electric_guitar","The term jazz guitar may refer to either a type of electric guitar or to the variety of guitar playing styles used in the various genres which are commonly termed ""jazz"".",guitare_jazz,YES
,bn:00858515n,,"bass_pedals, bass_pedal",Bass pedals are an electronic musical instrument with a foot-operated pedal keyboard with a range of one or more octaves.,pédales_de_basse,YES
,bn:00860254n,,"c_minor, c-moll, c-minor","C minor is a minor scale based on C, consisting of the pitches C, D, E♭, F, G, A♭, and B♭.","do_mineur, ut_mineur, mineur",YES
,bn:00862644n,,"power_chord, indeterminate_chord, spider_chord, fifth_chord, power_chords, 5th_chord, spider_cord, open-fifth_chord, powerchord","A power chord Play is a colloquial name for a chord in guitar music, especially electric guitar, that consists of the root note and the fifth, as well as possibly octaves of those notes.","power_chords, accord_de_puissance, power_chord, power-chord",YES
,bn:00865060n,,heartland_rock,"Heartland rock is a genre of rock music characterized by a straightforward, often roots musical style, a concern with farmers, blue-collar working men, and truck drivers of American life, and a conviction that rock music has a social or communal purpose beyond just entertainment.",heartland_rock,YES
,bn:00869997n,,"southern_rock, southern_metal, southern-rock, southern_rock/metal, 1980s_southern_rock, 1990s_southern_rock, southern_hardcore, 1960s_southern_rock, southern_boogie, cowboy_rock, 1970s_southern_rock",Southern rock is a subgenre of rock music and a genre of Americana.,"rock_sudiste, southern_rock",YES
,bn:00870001n,,"arena_rock, corporate_rock, stadium_rock, 1960s_aor, anthem_rock, 1970s_stadium_rock, a.o.r._-_adult_oriented_rock, 1970s_aor, pomp_rock, arena-rock, melodic_hard_rock, 1960s_album-oriented_rock, 1960s_arena_rock, 1970s_arena_rock, 1960s_stadium_rock",Arena rock is a style of rock music that originated in the mid-1970s.,"arena_rock, hard_rock_mélodique",YES
,bn:00871044n,,"bajo_sexto, acordeón, bajo_quinto, bajo-sexto, sixth_bass",Bajo sexto is a Mexican string instrument from the guitar family with 12 strings in six double courses.,"bajo_sexto, bajo_quinto, bajo_sexto_et_bajo_quinto",YES
,bn:00871823n,,"rōkyoku, naniwa-bushi, rokyoku, naniwa_bushi, naniwabushi, roukyoku",Rōkyoku is a genre of traditional Japanese narrative singing.,rōkyoku,YES
,bn:00872662n,,"post-grunge, post_grunge, pop_grunge, nu-grunge, alt-grunge, post-grunge_music, alternative_grunge, postgrunge, 1990s_post-grunge, generation_xi",Post-grunge is a rock music subgenre that emerged in the 1990s.,"post-grunge, post_grunge, poste_grunge",YES
,bn:00874901n,,"cantabile, gesangvoll","In music, cantabile, an Italian word, means literally ""singable"" or ""songlike"".",cantabile,YES
,bn:00875658n,,enka,Enka is a popular Japanese music genre considered to resemble traditional Japanese music stylistically.,enka,YES
,bn:00876583n,,"tsuzumi, kotsusumi, kotsuzumi",The tsudzumi or tsuzumi is a hand drum of Japanese origin.,tsuzumi,YES
,bn:00877028n,,"carnatic_music, carnatic_sangeet, carnatic_classical_music, karnataka_music, karnataka_sangita, karnatic_classical_music, karnatic_music, karnāṭaka_saṃgīta, south_indian_classical, karnataka_sangeeth, carnatic_musician, karnakata_sangeetha, karnāṭaka_saṅgītam, origins_and_history_of_carnatic_music, list_of_carnatic_music_festivals, karnataka_sangeeta, javali, karnataka_sangeetham, karnataka_sangeetha, karnatak_music, south_indian_music, dravidian_music","Carnatic music, known as Karnāṭaka saṃgīta or Karnāṭaka saṅgītam in the South Indian languages, is a system of music commonly associated with South India, including the modern Indian states of Karnataka, Andhra Pradesh, Telangana, Kerala and Tamil Nadu, and Sri Lanka.","musique_carnatique, musique_karnatique, musique_classique_carnatique",YES
,bn:00880577n,,"chicano_rock, pachucho_punk, chicano_punk, chicago_rock, latin-rock-goddess",Chicano rock is rock music performed by Mexican American groups or music with themes derived from Chicano culture.,"rock_chicanos, chicano_rock",YES
,bn:00889326n,,"temp_track, temp_tracks, temp_score, scratch_music, temp_music","A temp track is an existing piece of music or audio which is used during the editing phase of television and film production, serving as a guideline for the tempo, mood or atmosphere the director is looking for in a scene.","musique_temporaire, temp_track, temp-track",YES
,bn:00889604n,,recurrent_rotation,Recurrent rotation refers to a group of songs still frequently aired on a contemporary hit radio station several months or even years after the initial debut.,rotation_récurrente,YES
,bn:00891556n,,lowercase,"Lowercase is an extreme form of ambientminimalism where very quiet, usually unheard sounds are amplified to extreme levels.",lowercase,YES
,bn:00892042n,,"canadian_classical_music, canadian_composition, canadian_compositions","In Canada, classical music includes a range of musical styles rooted in the traditions of Western or European classical music that European settlers brought to the country from the 17th century and onwards.",musique_classique_canadienne,YES
,bn:00893909n,,"afro-caribbean_music, african-caribbean_music, afro-carribean_music",Afro-Caribbean music is a broad term for music styles originating in the Caribbean from the African diaspora.,"musique_afro-caribéenne, musique_afro-antillaise",YES
,bn:00894995n,,"software_synthesizer, softsynth, midi_to_mp3, software_synthesiser, software_synth, software_synthesizers, microsoft_gs_wavetable_sw_synth, soft_synth, software_instruments, softsynths","A software synthesizer, also known as a softsynth or software instrument, is a computer program or plug-in that generates digital audio, usually for music.","instrument_virtuel, synthétiseur_logiciel, synthétiseurs_logiciels, synthétiseur",YES
,bn:00895123n,,"xylorimba, marimba-xylophone, xylo-marimba",The xylorimba is a pitched percussion instrument corresponding to a xylophone with an extended range.,xylorimba,YES
,bn:00895218n,,developing_variation,"In music composition, developing variation is a formal technique in which the concepts of development and variation are united in that variations are produced through the development of existing material.",variation_en_développement,YES
,bn:00895778n,,digital_booklet,Digital booklets are the digital equivalent of liner notes that often accompany digital music purchases.,"digital_booklet, livret_numérique",YES
