wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:01414157n,"medieval_folk_rock, renaissance_rock","Medieval folk rock, medieval rock or medieval folk is a musical subgenre that emerged in the early 1970s in England and Germany which combined elements of early music with rock music.","mittelalter-rock, marock, mittelalterrock, mittelalter-metal",YES
,bn:13833431n,,Muziekalbum,mitten_im_leben,NO
,bn:16632995n,,Mitten in der Nacht ist ein Lied des deutschen Rappers Bushido aus dessen Album Sonny Black.,mitten_in_der_nacht,NO
,bn:08941695n,,Muziekalbum,miyo!,NO
,bn:03272241n,"rasin, mizik_rasin, mizik","Rasin, also known as Haitian roots music, is a musical style that began in Haiti in the 1970s when musicians began combining elements of traditional Haitian Vodou ceremonial and folkloric music with various musical styles.",mizik_rasin,YES
,bn:01916775n,"mizrahi_music, muzika_mizrahit, mizrahit, muzika_mizrachit, mizrahi_metal, mizrachi_music","Mizrahi music refers to a music genre in Israel that combines elements from Europe, the Middle East and North Africa; and is mostly performed by Israelis of Mizrahi Jewish descent.",mizrahi_musik,YES
,bn:03264671n,"mor_lam, mo_lam, lam_lao, mor_lum, molam, mhor_lum, moh_lam, morlam, maw_lam, maw_lum",Mor lam is a traditional Lao form of song in Laos and Isan.,"mo_lam, morlam, molam, mor_lam, mo-lam",YES
,bn:02050693n,"mod_revival, punk_mod",The mod revival was a subculture that started in England in 1978 and later spread to other countries.,mod_revival,YES
,bn:02041380n,"revolutionary_opera, bage_yangban_xi, 八个样板戏, yángbǎn_xì, ba_ge_yang_ban_xi, model_plays, revolutionary_model_opera, eight_model_plays, eight_revolutionary_operas, eight_model_operas, model_revolutionary_operas, revolutionary_beijing_operas, ba_ge_yangban_xi, model_opera, revolutionary_peking_operas, bā_gè_yáng_bǎn_xì, revolutionary_peking_opera, yang-pan-hsi, yangban_xi, revolutionary_beijing_opera, yangbanxi, 样板戏, revolutionary_operas, model_operas, model_revolutionary_opera, model_play, yang_ban_xi, yáng_bǎn_xì, yángbǎnxì","In China, revolutionary operas or model operas were a series of shows planned and engineered during the Cultural Revolution by Jiang Qing, the wife of Chairman Mao Zedong.","modelloper, modellopern, acht_modellregionen_spielt",YES
,bn:03139545n,modern_soul,"Modern soul is a style of music with associated clothing and dance styles, that developed in Northern England in the early 1970s.",modern_soul,YES
,bn:14614780n,,Muziekalbum van Diane Dufresne,mon_premier_show,NO
,bn:00253843n,monodrama,"A monodrama is a theatrical or operatic piece played by a single actor or singer, usually portraying one character.","monodrama, einpersonenstück, einpersonenstük, ein-personen-stück",YES
,bn:01963411n,montuno,Montuno has several meanings pertaining to Cuban music and its derivatives.,montuno,YES
,bn:02119389n,,Optional.empty,moog-synthesizer,YES
,bn:02079488n,"moombahton, moombahcore, moombahsoul","Moombahton is a fusion genre of house music and reggaeton that was created by American DJ and producer Dave Nada in Washington, D.C., in 2008.",moombahton,YES
,bn:02342443n,"murder_ballad, tragic_ballad",Murder ballads are a subgenre of the traditional ballad form dealing with a crime or a gruesome death.,"moritat, moritatensänger, mord_ballade",YES
,bn:00579631n,"mozart_effect, the_mozart_effect",The Mozart effect refers to the theory that listening to the music of Mozart may temporarily boost scores on one portion of an IQ test.,mozart-effekt,YES
,bn:15230394n,,երաժշտական ալբոմ,mukke_aus_der_unterschicht,NO
,bn:01519462n,musica_poetica,Musica poetica was a term commonly applied to the art of composing music in sixteenth- and seventeenth-century German schools and universities.,musica_poetica,YES
,bn:00056477n,musicogenic_epilepsy,Reflex epilepsy induced by music,musicogenic_epilepsie,YES
,bn:01945414n,"romantic_music, romantic_period, romanticism, romantic_era_music, romanticism_in_music, romantic_music_era, romantic, romantic_period_in_music, romantic_movement, romantic_era, musical_romanticism",Romantic music is a stylistic movement in Western orchestral music associated with the period of the nineteenth century commonly referred to as the Romantic era.,"musik_der_romantik, romantische_musik, romantik, romantischen_musik, romantische",YES
,bn:03144901n,"music_of_ancient_greece, ancient_greek_music, anicent_greek_music, music_in_ancient_greece","The music of ancient Greece was almost universally present in ancient Greek society, from marriages, funerals, and religious ceremonies to theatre, folk music, and the ballad-like reciting of epic poetry.","musik_des_antiken_griechenlands, musik_der_griechischen_antike, altgriechische_musik, antiken_griechischen_musik",YES
,bn:01269382n,"medieval_music, medieval_european_music, medieval_music_period, petronian_notation, medieval_music_era, mediaeval_music, music_of_the_middle_ages","In the broadest sense, Medieval music encompasses the music of the Western Europe during the Middle Ages, from approximately the 6th to 15th centuries.",musik_des_mittelalters,YES
,bn:15135682n,,երաժշտական ալբոմ,musik_für_beide_ohren,NO
,bn:00749779n,"sociomusicology, sociology_of_music, music_sociology, sociomusicologist","Sociomusicology, also called music sociology or the sociology of music, refers to both an academic subfield of sociology that is concerned with music, as well as a subfield of musicology that focuses on social aspects of musical behavior and the role of music in society.","musiksoziologie, musikalische_soziologie, musiksoziologe",YES
,bn:02645944n,"music_of_athens,_georgia, music_of_athens_georgia, athens_rock, athens,_ga_music_scene, athens,_georgia_music_scene, music_of_athens,_ga","The music of Athens, Georgia, includes a wide variety of popular music and was an important part of the early evolution of alternative rock and new wave.","musikszene_in_athens,_georgia",YES
,bn:01276454n,"musique_concrète, musique_concrete, music_concrete, groupe_de_recherches_musicales, rock_concrete, studio_de_musique_concrete, studio_de_musique_concrète, chromatic_phonogene, concrete_music, musique_concréte, phonogene",Musique concrète is a type of music composition that utilizes recorded sounds as raw material.,"musique_concrète, musique_concrete, konkrete_musik, groupe_de_recherches_musicales",YES
,bn:01309858n,"furniture_music, musique_d'ameublement","Furniture music, or in French musique d’ameublement, is background music originally played by live performers.","musique_d’ameublement, furniture_music, musique_d'ameublement, möbel_musik",YES
,bn:03412384n,"musique_mesurée, musique_mesuree, musique_mesure, musique_mesures_a_l'antique, measured_music, musique_mesurée_à_l’antique_musique_mesurée, musique_mesuré, musique_mesurée_à_l'antique, vers_mesure, musique_mesurés_à_l'antique, musique_mesuree_a_l'antique, vers_mesuré",Musique mesurée à l'antique was a style of vocal musical composition in France in the late 16th century.,musique_mesurée,YES
,bn:00271234n,muziki_wa_dansi,"Muziki wa dansi, or simply dansi, is a Tanzanian music genre, derivative of Congolese soukous.","muziki_wa_dansi, tanzmusik, dansi, swahili_jazz",YES
,bn:00535671n,"needle_time, needle-time",Needle time was created in the United Kingdom by the Musicians' Union and Phonographic Performance Limited to restrict the amount of recorded music that could be transmitted by the BBC during any 24-hour period.,nadel_zeit,YES
,bn:00386476n,nagauta,"Nagauta, literally ""long song"", is a kind of traditional Japanese music which accompanies the kabuki theater.",nagauta,YES
,bn:03473252n,nagoya_kei,"Nagoya kei is an early subgenre of visual kei, developed in the early-1990s music scene of Nagoya, Japan.",nagoya_kei,YES
,bn:08644796n,,երաժշտական ալբոմ,nákvæmlega,NO
,bn:03160606n,"nanguan, nanguan_music, south_tube, xianguan",Nanguan is a style of Chinese classical music from the southern Chinese province of Fujian.,nanguan,YES
,bn:00603256n,"narcocorrido, narco_corrido, narcocorridos, narco_corridos, drug_ballad","A narcocorrido is a subgenre of the Regional Mexican corrido genre, from which several other genres have evolved.","narcocorrido, narcocorridos",YES
,bn:00950996n,"nashville_sound, countrypolitan","The Nashville sound originated during the mid 1950s as a subgenre of American country music, replacing the chart dominance of the rough honky tonk music which was most popular in the 1940s and 1950s with ""smooth strings and choruses"", ""sophisticated background vocals"" and ""smooth tempos"" associated with traditional pop.","nashville_sound, countrypolitan",YES
,bn:03145344n,"native_american_music, indigenous_music_of_north_america, american_indian_music, native_american_and_first_nations_music, native_american, indian_folk_music, native_american_drums, traditional_indian_music, amerindian_music, native-american_music, native_american_indian_music, north_american_indian_music, native_american_drumming","Indigenous music of North America, which includes American Indian music or Native American music, is the music that is used, created or performed by Indigenous peoples of North America, including Native Americans in the United States and Aboriginal peoples in Canada, Indigenous peoples of Mexico, and other North American countries—especially traditional tribal music, such as Pueblo music and Inuit music.",native_american_musik,YES
,bn:08648873n,,երաժշտական ալբոմ,natural,NO
,bn:00980419n,"nazi_punk, white_power_punk, nazicore, hitlerist_punk, nazi_punks, nazi_hardcore, hate_punk, national_socialist_punk, nazipunk, fascist_punk, hatecore, nazcore",A Nazi punk is a neo-Nazi who is part of the punk subculture.,"nazipunk, nazi_punk, hatecore",YES
,bn:12856399n,,Optional.empty,ne_faites_pas_de_concessions,NO
,bn:10179353n,,"Near dark is een studioalbum van Tangerine Dream, waarop de gedeeltelijke filmmuziek van de gelijknamige film verscheen.",near_dark,NO
,bn:02281062n,"nederhop, dutch_hip_hop_music, dutch_hip_hop, african_rap/netherlands, dutch_rap, african_rap_in_the_netherlands, cape_verdean_hip_hop","Dutch hip hop or Nederhop, is hip hop music created by musicians in the Netherlands and Flanders.",nederhop,YES
,bn:03569989n,"neo-progressive_rock, neo-prog, neo_prog_rock, neo-progressive, neo_progressive, neoprog, neoprogressive, neo-prog_rock, neoprog_rock, neo_progressive_rock, neoprogressive_rock, neo_prog",Neo-progressive rock is a subgenre of progressive rock which developed in the UK in the early 1980s.,"neo-prog, neoprog, neo_prog, neo-progressive, neo-progressive-rock-band",YES
,bn:03188672n,"neo-psychedelia, acid_punk, alternative_psychedelia, neopsych, psychedelic_punk, neo-psychedelic_music, neopsychedelia, indie_psych, psychedelic_alternative, alternative_psych, indie_psychedelia, neo-psych, neo-psychedelic_rock, psychedelic_indie, neo-psychedelic, psych_punk, neo_psychedelia, new_psychedelia","Neo-psychedelia is a diverse genre of psychedelic music that originated in the 1970s as an outgrowth of the British post-punk scene, also called acid punk.","neo-psychedelisch, neo-psychedelia",YES
,bn:01444455n,"neo_soul, neosoul, neo-soul, 2000s_neo_soul, 1980s_neo_soul, 2000s_neo-soul, 1980s_neo-soul, nu_soul",Neo soul is a genre of popular music.,"neo-soul, neo_soul, nu_soul",YES
,bn:08598536n,,երաժշտական ալբոմ,nerverna,NO
,bn:17175740n,,երաժշտական ալբոմ,neue_helden_braucht_das_land,NO
,bn:00926857n,"neurofunk, neuro_funk","Neurofunk is a dark subgenre of drum and bass which emerged between 1997 and 1998 in London, England as a progression of techstep.","neurofunk, neuro_funk",YES
,bn:03102621n,"new_jack_swing, swingbeat, new_jack_swing_music, jackswing, nu_jack_swing",New jack swing or swingbeat is a fusion genre spearheaded by Teddy Riley and Bernard Belle.,"new_jack_swing, new_jill_swing",YES
,bn:03595684n,"new_orleans_blues, list_of_new_orleans_blues_musicians","New Orleans blues is a subgenre of blues that developed in and around the city of New Orleans, influenced by jazz and Caribbean music.",new_orleans_blues,YES
,bn:03326360n,"new_school_hip_hop, rap_music/new_school, new_school, new_school_rap",The new school of hip hop was a movement in hip hop music starting 1983–84 with the early records of Run–D.,new_school_hip_hop,YES
,bn:03365931n,"new_wave_of_new_wave, new_new_wave, nwonw, the_new_wave_of_the_new_wave","The New Wave of New Wave was a term coined by music journalists to describe a subgenre of the British alternative rock scene in the early 1990s, in which bands displayed post-punk and new wave influences, particularly from bands such as The Clash, Blondie, Wire, and The Stranglers.",new_wave_of_new_wave,YES
,bn:00628226n,"new_york_hardcore, nyhc, ny_hardcore, new_york_hardcore_scene, n.y.h.c., new_york_city_hardcore, ny_hc, nyc_hardcore, n_y_h_c",New York hardcore is both the hardcore punk music created in New York City and the subculture and lifestyle associated with that music.,"new_york_hardcore, new-york-hardcore, nyhc",YES
,bn:00963476n,new_york_blues,New York blues is een subgenre van bluesmuziek.,"new_yorker_blues, new_york_blues",YES
,bn:03261861n,new_zealand_reggae,New Zealand reggae is the New Zealand variation of the musical genre reggae.,new_zealand_reggae,YES
