wn_synset,bn:id,pos,lemmata EN,definition,is it related to music?,note,removed EN
,bn:01217265n,,"music_industry, music_business, big_four_record_groups, big_four_record_companies, big_four_record_labels, music_distributor, record_industry, global_music_market, record_distributors, selling_music, record_distributor, big_five_record_labels, world_music_market, big_4_record_labels, distributor, recording_industry, music_distribution, record_distribution, history_of_the_music_industry, big_four_recording_labels, records_industry, music_commerce, music_market","The music industry consists of the companies and independent artists that earn money by creating new songs and pieces and arranging live concerts and shows, audio and video recordings, compositions and sheet music, and the organizations and associations that aid and represent music creators.",YES,,
,bn:01217628n,,"cassette_single, cassette_maxi_single, cassete_single, mc_single, cassingle, maxi_cassette_single","A cassette single, also known by the trademark cassingle, or capitalised as the trademark Cassette Single, is a music single supplied in the form of a Compact Cassette.",YES,,
,bn:01219985n,,soprano_cornet,The soprano cornet is a brass musical instrument.,YES,,
,bn:01221554n,,"bach_motif, b-a-c-h_motif, bach_motive, bach, b-a-c-h, bach_signature_cross, b-a-c-h_motive, b–a–c–h, b.a.c.h., bach_tetrachord","In music, the BACH motif is the motif, a succession of notes important or characteristic to a piece, B flat, A, C, B natural.",YES,,
,bn:01221846n,,"sheng, zhongyin_sheng",The sheng is a Chinese mouth-blown free reed instrument consisting of vertical pipes.,YES,,
,bn:01224173n,,"rebana, rammana","The rebana or terbangan is a Malay tambourine that is used in Islamic devotional music in Southeast Asia, particularly in Indonesia, Malaysia, Brunei, and Singapore.",YES,,
,bn:01225487n,,"offstage_instrument_or_choir_part_in_classical_music, offstage_horns, offstage_horn, offstage_trumpets, offstage_trumpet_call, offstage_brass_and_percussion, offstage_trumpet","An offstage instrument or choir part in classical music is a sound effect used in orchestral and opera which is created by having one or more instrumentalists from a symphony orchestra or opera orchestra play a note, melody, or rhythm from behind the stage, or having a choir of singers sing a melody from behind the stage.",YES,,
,bn:01226615n,,latin_soul,Latin soul was a short lived musical genre which developed in the 1960s in New York City.,YES,,
,bn:01226973n,,"free-bass_system, free_bass_accordion, free_bass, free_bass_accordions, free-bass_accordions, free-bass_accordion, free_bass_systems, free_bass_system","A free-bass system is a system of left-hand bass buttons on an accordion, arranged to give the performer greater access to playing melodies on the left-hand manual of the instrument and to forming one's own chords, by providing a buttonboard of single-note buttons with a range of three octaves or more, in contrast to the standard Stradella bass system which only allows bass notes and preset major, minor, dominant seventh, and diminished chords.",YES,,
,bn:01228760n,,glee,"A glee is an English type of part song spanning the Late Baroque, Classical, and early Romantic periods.",YES,,
,bn:01229662n,,"country_pop, pop_country, countrypop, country-pop, country_crossover, pop-country, country/pop_music","Country pop is a fusion genre of country music and pop music that was developed by members of the country genre out of a desire to reach a larger, mainstream audience.",YES,,
,bn:01229880n,,"big_beat, chemical_breaks, breaks/chemical, big-beat, bigbeat",Big beat is an electronic music genre that usually uses heavy breakbeats and synthesizer-generated loops and patterns – common to acid house/techno.,YES,,
,bn:01230407n,,"palm_mute, palm_muting, palm-muting, palm_muted, palm_muted_guitar","The palm mute is a playing technique for guitar and bass guitar, executed by placing the side of the picking hand below the little finger across the strings to be plucked, very close to the bridge, and then plucking the strings while the damping is in effect.",YES,,
,bn:01230915n,,"minimal_techno, mnml",Minimal techno is a minimalist subgenre of techno music.,YES,,
,bn:01232615n,,"mandocello, mandoloncello, mando-cello, mando_cello, mandacello, mandocellos",The mandocello is a plucked string instrument of the mandolin family.,YES,,
,bn:01232800n,,music_in_ancient_india,"Music in ancient India, encompassing the Indian subcontinent, can be reproduced from written works dating to the Indian classical period, such as the Nātya Shastra, and through surviving examples of liturgical music such as the hymns of the Samaveda.",YES,,
,bn:01235758n,,"waterphone, ocean_harp, aquaphone, oceanharp, water_phone",A waterphone is a type of inharmonic acoustic tuned idiophone consisting of a stainless steel resonator bowl or pan with a cylindrical neck and bronze rods of different lengths and diameters around the rim of the bowl.,YES,,
,bn:01236621n,,"school_band, band_geeks, band_nerd, orch_dork, school_jazz_band, band_geek, bandgeek",A school band is a group of student musicians who rehearse and perform instrumental music together.,YES,,
,bn:01238992n,,"coptic_music, coptic_chant",Coptic music is the music sung and played in the Coptic Orthodox Church.,YES,,
,bn:01238998n,,"a-flat_major, 4f, ab_major, a_flat, a♭_major, a♭, a_flat_major","A-flat major is a major scale based on A♭, with the pitches A♭, B♭, C, D♭, E♭, F, and G. Its key signature has four flats.",YES,,
,bn:01238991n,,"b-flat_major, b♭_major, b_flat_major, key_of_b-flat, b_flat, 2f, bb_major, a_sharp_major, bb_maj, b♭","In music theory, B-flat major is a major scale based on B♭, with pitches B♭, C, D, E♭, F, G, and A. Its key signature has two flats.",YES,,
,bn:01240031n,,batucada,"Batucada is a substyle of samba and refers to an African-influenced Brazilian percussive style, usually performed by an ensemble, known as a bateria.",YES,,
,bn:01240452n,,"sideman, guest_musician","A sideman is a professional musician who is hired to perform live with a solo artist, or with a group in which they are not a regular band member.",YES,,
,bn:01241980n,,"apito_de_samba, samba_whistle, apito","Apito, which is the Portuguese word for ""whistle"", refers to any of a variety of whistles.",YES,,
,bn:01242029n,,g_minor,"G minor is a minor scale based on G, consisting of the pitches G, A, B♭, C, D, E♭, and F. Its key signature has two flats.",YES,,
,bn:01242824n,,"goa_trance, goa_trance_music, goa_music, goa-trance, goa, goatrance","Goa trance is an electronic music style that originated during the late 1980s in Goa, India.",YES,,
,bn:01245861n,,"piano_ballad, piano_ballade, piano_ballades","In 19th century romantic music, a piano ballad is a genre of solo piano pieces written in a balletic narrative style, often with lyrical elements interspersed.",YES,,
,bn:01246855n,,"d_minor, d-minor","D minor is a minor scale based on D, consisting of the pitches D, E, F, G, A, B♭, and C. Its key signature has one flat.",YES,,
,bn:01249077n,,"groove_metal, post-thrash, neo-thrash, half-thrash, half_thrash, post-thrash_metal, groove_rock, alternative_thrash_metal, post_thrash, melodic_groove_metal, power_groove, groove_death_metal, groove_metal_music",Groove metal is a subgenre of heavy metal music that began in the early 1990s.,YES,,
,bn:01252852n,,"oberheim_matrix_synthesizers, matrix-12, oberheim_matrix, matrix-1000, matrix-6, matrix_1000, matrix_6, matrix_12","Oberheim Matrix synthesizers are a historic product line of subtractive analog synthesizers from Oberheim featuring a system of modulation which Oberheim called ""Matrix Modulation"" as a method of selecting and routing elements that dynamically shape various aspects of the sounds it produces.",YES,,
,bn:01257678n,,"airplay, turntable_hit, radio_airplay","In radio broadcasting, airplay is how frequently a song is being played on radio stations.",YES,,
,bn:01262732n,,spanish_opera,Spanish opera is both the art of opera in Spain and opera in the Spanish language.,YES,,
,bn:01265523n,,"jazz_piano, jazz_pianist, jazz-pianist",Jazz piano is a collective term for the techniques pianists use when playing jazz.,YES,,
,bn:01266789n,,"electro_dance, milky_way_dance, tecktonik, vertigo_dance, tecktonic, electrodance, danse_electro, hairtonik, techtonik",Electro dance is a frenetic and quirky form of street dance typically performed to electro house music.,YES,,
,bn:01269382n,,"medieval_music, medieval_european_music, medieval_music_period, petronian_notation, medieval_music_era, mediaeval_music, music_of_the_middle_ages","In the broadest sense, Medieval music encompasses the music of the Western Europe during the Middle Ages, from approximately the 6th to 15th centuries.",YES,,
,bn:01270653n,,"timbral_listening, timbre-centered_music",Timbral listening is the process of actively listening to the timbral characteristics of sound.,YES,,
,bn:01270874n,,"cut-out_score, cutout_score","A cut-out score or cutout score is a musical score in which measures with rests are simply omitted, and no rests of any kind are used.",YES,,
,bn:01270735n,,"pop_punk, pop-punk, neon_pop, punk_pop, neon_pop_punk, easy_core, punk-pop, neon_punk, neon-pop, easycore_punk_rock, 1970s_pop_punk, easycore, list_of_easycore_bands, popcore, pseudo-punk, contemporary_pop_punk, punk_pop_music, pop_punk_revival, poppunk, faux-punk, 2000s_pop-punk, bubblegum_punk, mall_punk, dudecore, neon_pop-punk, pop_punk_rock, buzzpop, hardcore_pop_punk, easycore_bands, popunk, punkpop, easy_hardcore, pop_hardcore, pop_punk_music, pop_punkers, pop_punk_rock_music, hardcore_pop, alt-punk, 1980s_pop_punk, easycore_punk",Pop-punk is a rock music genre that combines the textures and fast tempos of punk rock with the melodies and chord progressions of power pop.,YES,,
,bn:01274130n,,"accordion_music_genres, accordion_music, classical_accordion","The accordion is in a wide variety of musical genres, mainly in traditional and popular music.",YES,,
,bn:01274401n,,"sub-bass, subbass, sub_bass","Sub-bass sounds are the deep, low- register pitched pitches approximately below 60 Hz and extending downward to include the lowest frequency humans can hear, assumed at about 20 Hz.",YES,,
,bn:01276454n,,"musique_concrète, musique_concrete, music_concrete, groupe_de_recherches_musicales, rock_concrete, studio_de_musique_concrete, studio_de_musique_concrète, chromatic_phonogene, concrete_music, musique_concréte, phonogene",Musique concrète is a type of music composition that utilizes recorded sounds as raw material.,YES,,
,bn:01277881n,,spasm_band,"A spasm band is a musical group that plays a variety of Dixieland, trad jazz, jug band, or skiffle music.",YES,,
,bn:01278038n,,"a_minor, a-minor, key_of_a_minor, b-double-flat_minor, g-double-sharp_minor","A minor is a minor scale based on A, with the pitches A, B, C, D, E, F, and G. Its key signature has no flats and no sharps.",YES,,
,bn:01278488n,,"vertical_cut_recording, hill-and-dale_recording, hill_and_dale",The vertical cut recording process is an early method of audio recording by which a stylus cuts a vertical groove into a phonograph record.,YES,,
