wn_synset,bn:id,lemmata EN,definition,lemmata DE,is it related to music?
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,äußeren_gehörgang,YES
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,tragi,YES
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,ceruminaldrüse,YES
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,meatus_acusticus_externus,YES
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,ohrkanal,YES
,bn:00000977n,"ear_canal, external_auditory_canal, auditory_canal, acoustic_meatus, external_auditory_meatus, auditory_meatus, external_acoustic_meatus, meatus_acusticus_externus, ear_canals, external_ear_canal, external_acoustic_meatis, external_ear_canals, external_acoustic_canal",Either of the passages in the outer ear from the auricle to the tympanic membrane,gehörgangs,YES
,bn:00007132n,auditory_ossicle,Ossicles of the middle ear that transmit acoustic vibrations from the eardrum to the inner ear,gehörknöchelchen,YES
,bn:02872526n,"sung_poetry, poezja_śpiewana, poezja_spiewana","Sung poetry is a broad and imprecise music genre widespread in European countries, such as Poland and the Baltic States, to describe songs consisting of a poem and music written specially for that text.",gesungene_poesie,YES
,bn:01996292n,"ghettotech, ghetto_tech, getotek, accelerated_funk, ghettotec",Ghettotech is a genre of electronic music originating from Detroit.,ghetto_tech,YES
,bn:01996292n,"ghettotech, ghetto_tech, getotek, accelerated_funk, ghettotec",Ghettotech is a genre of electronic music originating from Detroit.,ghettotech,YES
,bn:00334511n,"gittler_guitar, gittler",A Gittler Guitar is an experimental designed guitar created by Allan Gittler.,gittler,YES
,bn:00334511n,"gittler_guitar, gittler",A Gittler Guitar is an experimental designed guitar created by Allan Gittler.,gittler-gitarre,YES
,bn:00334511n,"gittler_guitar, gittler",A Gittler Guitar is an experimental designed guitar created by Allan Gittler.,gittler_gitarre,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",glam_metal,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",hair_metal,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",hairmetal,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",poser-metal,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",hair-metal,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",poser_metal,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",cock_rock,YES
,bn:00959751n,"glam_metal, pop_metal, hair_metal, hair_band, hair_bands, big_hair_band, 80's_metal, post-glam_metal, heavy_glam_rock, light_metal, west_coast_metal, sleaze_metal, pop-metal, new_wave_metal, glitter_metal, big_hair, bubblegum_metal, glam_metal_revival","Glam metal, also known as hair metal or pop metal, is a subgenre of heavy metal, which features pop-influenced hooks and guitar riffs, and borrows heavily from the fashion and image of 1970s glam rock.",hairspray_metal,YES
,bn:02281252n,"glam_punk, mock_rock, glamcore","Glam punk is a term used retrospectively to describe a short lived trend for bands which produced a form of proto-punk that incorporated elements of glam rock, initially in the early to mid-1970s.",glam_punk,YES
,bn:03099905n,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glamrock,YES
,bn:03099905n,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glitter_rock,YES
,bn:03099905n,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glam_rock,YES
,bn:03099905n,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glam-rock,YES
,bn:03099905n,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glam,YES
,bn:03099905n,"glam_rock, glitter_rock, glam_music, glam, glamrock, hair_rock, hair_metal_band, glamour_rock, neo-glam, visual_rock, glam_band, glam_pop, glam-rock, proto-glam","Glam rock is a style of rock music that developed in the United Kingdom in the early 1970s performed by musicians who wore outrageous costumes, makeup, and hairstyles, particularly platform shoes and glitter.",glamrock-band,YES
,bn:01646876n,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,glitch,YES
,bn:01646876n,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,clicks_&_cuts,YES
,bn:01646876n,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,glitchcore,YES
,bn:01646876n,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,clicks'n'cuts,YES
,bn:01646876n,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,glitch_hop,YES
,bn:01646876n,"glitch, glitch_music, glitch_hop, glitch-pop, glitchcore, glitch_electronica, glitch_pop, glitch-hop, glitchno, microsound, glitchpop, clicks_n_cuts, glitchstep",Glitch is a genre of electronic music that emerged in the 1990s.,glitch_musik,YES
,bn:00009757n,"bell_ringer, toller, ringer, bell-ringer",A person who rings church bells (as for summoning the congregation),glöckner,YES
,bn:00009757n,"bell_ringer, toller, ringer, bell-ringer",A person who rings church bells (as for summoning the congregation),campanarius,YES
,bn:01063904n,"gnawa_music, gnawa_musician, gnawa_fusions",Gnawa music is a body of Moroccan and sub-Saharan African Islamic religious songs and rhythms.,gnawa,YES
,bn:01063904n,"gnawa_music, gnawa_musician, gnawa_fusions",Gnawa music is a body of Moroccan and sub-Saharan African Islamic religious songs and rhythms.,gnaoua,YES
,bn:01063904n,"gnawa_music, gnawa_musician, gnawa_fusions",Gnawa music is a body of Moroccan and sub-Saharan African Islamic religious songs and rhythms.,gnawa-musik,YES
,bn:01242824n,"goa_trance, goa_trance_music, goa_music, goa-trance, goa, goatrance","Goa trance is an electronic music style that originated during the late 1980s in Goa, India.",goa_trance,YES
,bn:01373692n,"go-go, dc_gogo, go-go_music, gogo, dc_go_go","Go-go is a popular music subgenre associated with funk originating in the Washington, D.C., area during the mid-60s to late-70s which remains popular in the Washington metropolitan area as a uniquely regional music style.",go-go_konzert,YES
