wn_synset,bn:id,pos,lemmata EN,definition,lemmata NL,is it related to music?,note,removed EN,removed NL
,bn:01036036n,,"record_chart, meletop, music_chart, singles_chart, hit_chart, record_charts, chart_position, chart_hit, music_charts, single_chart, hit_list, chilean_singles_chart, single_charts, top_20, singles_charts, top_10, popularity_chart, chart_topper, musical_chart, album_charts, hit_charts, chart-topper, pop_chart, albums_chart","A record chart, also called a music chart, is a ranking of recorded music according to certain criteria during a given period.",album_charts,YES,,,
,bn:01036036n,,"record_chart, meletop, music_chart, singles_chart, hit_chart, record_charts, chart_position, chart_hit, music_charts, single_chart, hit_list, chilean_singles_chart, single_charts, top_20, singles_charts, top_10, popularity_chart, chart_topper, musical_chart, album_charts, hit_charts, chart-topper, pop_chart, albums_chart","A record chart, also called a music chart, is a ranking of recorded music according to certain criteria during a given period.",muziek_grafiek,YES,,,
,bn:01036036n,,"record_chart, meletop, music_chart, singles_chart, hit_chart, record_charts, chart_position, chart_hit, music_charts, single_chart, hit_list, chilean_singles_chart, single_charts, top_20, singles_charts, top_10, popularity_chart, chart_topper, musical_chart, album_charts, hit_charts, chart-topper, pop_chart, albums_chart","A record chart, also called a music chart, is a ranking of recorded music according to certain criteria during a given period.",pop_grafiek,YES,,,
,bn:01036036n,,"record_chart, meletop, music_chart, singles_chart, hit_chart, record_charts, chart_position, chart_hit, music_charts, single_chart, hit_list, chilean_singles_chart, single_charts, top_20, singles_charts, top_10, popularity_chart, chart_topper, musical_chart, album_charts, hit_charts, chart-topper, pop_chart, albums_chart","A record chart, also called a music chart, is a ranking of recorded music according to certain criteria during a given period.",singles_chart,YES,,,
,bn:01036036n,,"record_chart, meletop, music_chart, singles_chart, hit_chart, record_charts, chart_position, chart_hit, music_charts, single_chart, hit_list, chilean_singles_chart, single_charts, top_20, singles_charts, top_10, popularity_chart, chart_topper, musical_chart, album_charts, hit_charts, chart-topper, pop_chart, albums_chart","A record chart, also called a music chart, is a ranking of recorded music according to certain criteria during a given period.",chart-topper,YES,,,
,bn:01036036n,,"record_chart, meletop, music_chart, singles_chart, hit_chart, record_charts, chart_position, chart_hit, music_charts, single_chart, hit_list, chilean_singles_chart, single_charts, top_20, singles_charts, top_10, popularity_chart, chart_topper, musical_chart, album_charts, hit_charts, chart-topper, pop_chart, albums_chart","A record chart, also called a music chart, is a ranking of recorded music according to certain criteria during a given period.",singles_charts,YES,,,
,bn:00062043n,,"record_album, phonograph_album",An album for holding phonograph records,fonograaf_album,YES,,,
,bn:00460487n,,"rebetiko, café-aman, rebetiko_dances, rembétika, rembetiko, rebetica, rempetiko, hasiklidika, rebetika, rebétika, rembetika","Rebetiko, plural rebetika, occasionally transliterated as rembetiko or rebetico, is a term used today to designate originally disparate kinds of urban Greek music which have come to be grouped together since the so-called rebetika revival, which started in the 1960s and developed further from the early 1970s onwards.",rebetika,YES,,,
,bn:00460487n,,"rebetiko, café-aman, rebetiko_dances, rembétika, rembetiko, rebetica, rempetiko, hasiklidika, rebetika, rebétika, rembetika","Rebetiko, plural rebetika, occasionally transliterated as rembetiko or rebetico, is a term used today to designate originally disparate kinds of urban Greek music which have come to be grouped together since the so-called rebetika revival, which started in the 1960s and developed further from the early 1970s onwards.",rembetiko,YES,,,
,bn:00460487n,,"rebetiko, café-aman, rebetiko_dances, rembétika, rembetiko, rebetica, rempetiko, hasiklidika, rebetika, rebétika, rembetika","Rebetiko, plural rebetika, occasionally transliterated as rembetiko or rebetico, is a term used today to designate originally disparate kinds of urban Greek music which have come to be grouped together since the so-called rebetika revival, which started in the 1960s and developed further from the early 1970s onwards.",rebetiko,YES,,,
,bn:00734358n,,"rebec, rubeba, ribible, rebequin, patchi, rebeck, rebet",The rebec is a bowed stringed instrument of the Medieval era and the early Renaissance.,rebec,YES,,,
,bn:01224173n,,"rebana, rammana","The rebana or terbangan is a Malay tambourine that is used in Islamic devotional music in Southeast Asia, particularly in Indonesia, Malaysia, Brunei, and Singapore.",rebana,YES,,,
,bn:00066312n,,"re, d, ray, re_note, c-double_sharp, d_note",The syllable naming the second (supertonic) note of any major scale in solmization,d,YES,,,
,bn:00066312n,,"re, d, ray, re_note, c-double_sharp, d_note",The syllable naming the second (supertonic) note of any major scale in solmization,re,YES,,,
,bn:00949104n,,"ravanahatha, raavanhattha, ravanastron","A ravanahatha is an ancient bowed, stringed instrument, used in India, Sri Lanka and surrounding areas.",ravanahatha,YES,,,
,bn:03345341n,,"ratchet, graggers, gragger, football_rattle, knarre, ratsche, groggers, ra'ashan, matraca, cog_rattle","A ratchet, also called a noisemaker or Knarre, is an orchestral musical instrument played by percussionists.",ratel,YES,,,
,bn:00066207n,,"rasping, rasp",Uttering in an irritated tone,raspen,YES,,,
,bn:03272241n,,"rasin, mizik_rasin, mizik","Rasin, also known as Haitian roots music, is a musical style that began in Haiti in the 1970s when musicians began combining elements of traditional Haitian Vodou ceremonial and folkloric music with various musical styles.",mizik_rasin,YES,,,
,bn:03380668n,,rare_groove,Rare groove is soul or jazz music that is very hard to source or relatively obscure.,zeldzame_groove,YES,,,
,bn:02356703n,,rara,"Rara is a form of festival music that originated in Haiti that is used for street processions, typically during Easter Week.",rara,YES,,,
,bn:00187997n,,"rap_rock, rap_and_roll, rage_rock, rap-core, rap-rock, hip_rock, hip_punk, rapcore, punk_rap, raprock, rapcore_punk, hardcore_rap_punk, punk_hop, rap_over_rock, rap_punk, hardcore_punk_rap, hip_hop_punk, hip-rock, rock_hop, hip_hop_rock, rap_core, punk-rap, rock_rap, punk_hip_hop",Rap rock is a fusion genre that fuses vocal and instrumental elements of hip hop with various forms of rock.,rap-rock,YES,,,
,bn:00187997n,,"rap_rock, rap_and_roll, rage_rock, rap-core, rap-rock, hip_rock, hip_punk, rapcore, punk_rap, raprock, rapcore_punk, hardcore_rap_punk, punk_hop, rap_over_rock, rap_punk, hardcore_punk_rap, hip_hop_punk, hip-rock, rock_hop, hip_hop_rock, rap_core, punk-rap, rock_rap, punk_hip_hop",Rap rock is a fusion genre that fuses vocal and instrumental elements of hip hop with various forms of rock.,raprock,YES,,,
,bn:00187997n,,"rap_rock, rap_and_roll, rage_rock, rap-core, rap-rock, hip_rock, hip_punk, rapcore, punk_rap, raprock, rapcore_punk, hardcore_rap_punk, punk_hop, rap_over_rock, rap_punk, hardcore_punk_rap, hip_hop_punk, hip-rock, rock_hop, hip_hop_rock, rap_core, punk-rap, rock_rap, punk_hip_hop",Rap rock is a fusion genre that fuses vocal and instrumental elements of hip hop with various forms of rock.,rap_rock,YES,,,
,bn:03624699n,,"rap_opera, hip_hopera, hip-hopera, hip_hop-era, hip_opera, operap",A rap opera or hip hopera is a musical work in hip hop style with operatic form.,rap_opera,YES,,,
,bn:01896888n,,"rap_metal, rap-metal, thrash_rap, death_rap, scream_rap, metal_hiphop, rapmetal, metal_rap, hip_hop_metal",Rap metal is a subgenre of rap rock and alternative metal music which combines hip hop with heavy metal.,rap_metal,YES,,,
,bn:01896888n,,"rap_metal, rap-metal, thrash_rap, death_rap, scream_rap, metal_hiphop, rapmetal, metal_rap, hip_hop_metal",Rap metal is a subgenre of rap rock and alternative metal music which combines hip hop with heavy metal.,rap-metal,YES,,,
,bn:00066175n,,rap_group,A gathering of people holding a rap session,praatgroep,YES,,,
,bn:00066175n,,rap_group,A gathering of people holding a rap session,gespreksgroep,YES,,,
,bn:00066175n,,rap_group,A gathering of people holding a rap session,rapgroep,YES,,,
,bn:00060963n,,"rap, pat, tap",The sound made by a gentle blow,pat,YES,,,
,bn:03083494n,,"ranchera, rancheras, ranchero_music, canción_ranchera, cancion_ranchera, ranchera_music",Ranchera or canción ranchera is a genre of the traditional music of Mexico.,ranchera,YES,,,
,bn:03083494n,,"ranchera, rancheras, ranchero_music, canción_ranchera, cancion_ranchera, ranchera_music",Ranchera or canción ranchera is a genre of the traditional music of Mexico.,rancheras,YES,,,
,bn:00923172n,,"ranat_ek, ranad_ek, thai_xylophone, ranad-ek",The ranat ek is a Thai musical instrument in the percussion family that consists of 21 wooden bars suspended by cords over a boat-shaped trough resonator and struck by two mallets.,ranat_ek,YES,,,
