wn_synset,bn:id,pos,lemmata EN,definition,lemmata DE,is it related to music
,bn:12837388n,n,,Xosrov və Şirin — Maestro Niyazinin Nizami Gəncəvinin eyniadlı əsəri əsasında 1942-ci ildə yazdığı opera.,,CHECK
,bn:12837453n,n,,Ölülər — Bəstəkar Vasif Adıgözəlovun görkəmli dramaturq Cəlil Məmmədquluzadənin eynadlı əsəri əsasında yaratdığı dördpərdəli opera.,,CHECK
,bn:12837868n,n,,Polad — bəstəkar Ramiz Mustafayevin 1964-cü ildə şair Ənvər Əlibəylinin eyniadlı poeması əsasında yazdığı radio-opera.,,CHECK
,bn:12837867n,n,,Xan və əkinçi — Bəstəkar Ramiz Mustafayevin böyük satirik şair Mirzə Ələkbər Sabirin 100 illik yubileyinə yazdığı opera.,,CHECK
,bn:12837922n,n,,"Xeyir və Şər — Bəstəkar Oqtay Rəcəbovun 1991-ci ildə Nizami Gəncəvinin ""Yeddi gözəl"" poeması motivləri əsasında yazdığı opera.",,CHECK
,bn:12838692n,n,,"""Vətən"" operası — 1945-ci ildə Azərbaycan bəstəkarlar Qara Qarayev və Cövdət Hacıyev Azərbaycanda Sovet hakimiyyəti qurulmasının 25 illiyinə və Böyük Vətən müharibəsinə həsr etdikləri dörd pərdəli opera.",,CHECK
,bn:12840738n,n,,İntizar - bəstəkar Firəngiz Əlizadənin operası.,,CHECK
,bn:12841284n,n,,Sənin adın Dənizdir ,,CHECK
,bn:12856341n,n,,Optional.empty,,CHECK
,bn:12856346n,n,,Optional.empty,,CHECK
,bn:12856372n,n,,Optional.empty,,CHECK
,bn:12856395n,n,,Optional.empty,,CHECK
,bn:12856436n,n,,Optional.empty,,CHECK
,bn:13545842n,n,,"In de fik es 't titelnummer van de ploate In de fik, de twêede ploate van Flip Kowlier en wos in 2005 êen van de mêest gedroaide nummers ip Studio Brussel.",,CHECK
,bn:13545851n,n,,"Ocharme ik, es e nummer van de gelyknoamige ploate Ocharme ik, de êeste ploate van Flip Kowlier.",,CHECK
,bn:13568748n,n,,"Le nuvole de Fabrizio De André, fra i varie cançuin, u cuntegne 'A çimma.",,CHECK
,bn:13939878n,n,,"Cet article relate la discographie d'Afrojack, disc jockey et compositeur néerlandais.",,CHECK
,bn:13966667n,n,"chinese-language_western-style_opera, western_opera_in_chinese, geju, contemporary_chinese_opera, chinese_contemporary_classical_opera",Chinese contemporary classical opera is a musical art form drawing on western opera traditions - distinct from modern developments of traditional Chinese opera.,,CHECK
,bn:13997912n,n,,Optional.empty,,CHECK
,bn:14039936n,n,,"Ultimátum a la Tierra es un EP del grupo musical Aviador Dro editado en el año 2004 por el sello ""Subterfuge Records"" bajo la referencia 21333CDSG.",,CHECK
,bn:14040325n,n,,"Aviador Dro vs Mystechs - El combate del siglo es un EP del grupo musical Aviador Dro, compartido con la banda de electropunk de Chicago ""Mystechs"".",,CHECK
,bn:14106013n,n,"soundmap, sound_map",Sound maps are digital geographical maps that put emphasis on the sonic representation of a specific location.,,CHECK
,bn:14124703n,n,"music_composition_and_composers_in_prishtina, music_composition_and_composers_in_pristina",Music composition and composers in Pristina refers to music composition and composers who have left their mark in Pristina.,,CHECK
,bn:14220667n,n,progressive_southern_gospel,"Progressive southern gospel music is music that is written to express either personal or a communal belief regarding Christian life, as well as to give a Christian alternative to mainstream secular music.",,CHECK
,bn:14224597n,n,,երաժշտական ալբոմ,,CHECK
,bn:14269254n,n,,"A kórus 1997 novemberében alakult, és 1999 augusztusáig a dunaújvárosi Széchenyi István Gimnázium Viadana Kamarakórusaként működött.",,CHECK
,bn:14270152n,n,,Tormentor on suomalaisen metalliyhtyeen Wizzardin EP-levy.,,CHECK
,bn:14311121n,n,argentine_heavy_metal,The Argentine heavy metal is a heavy metal music movement that originated in Argentina in the 1980s.,,CHECK
,bn:14407705n,n,"political_music_in_china, political_musics_in_china",Political music in China consists of Patriotic Music and Revolutionary Music.,,CHECK
,bn:14446213n,n,"african_american_musical_theater, african-american_musical_theater, black_musical_theater","African-American musical theater relates to the historic musical theater of the African American community, particularly prominent in New York City during the first half of the 20th Century.",,CHECK
,bn:14490854n,n,music_of_scotland_in_the_eighteenth_century,"Music of Scotland in the eighteenth century includes all forms of music made in Scotland, by Scottish people, or in forms associated with Scotland, in the eighteenth century.",,CHECK
,bn:14510369n,n,"albanian_iso-polyphony, pleqerishte, albanian_folk_iso-polyphony","Albanian iso-polyphony is a traditional part of Albanian folk music and, as such, is included in UNESCO's intangible cultural heritage list.",,CHECK
,bn:14530632n,n,"french_electronic_music, french_electro","French electronic music, a panorama of French music that employs electronic musical instruments and electronic music technology in its production.",,CHECK
,bn:14542786n,n,,Optional.empty,,CHECK
,bn:14570576n,n,,"Medusa è un'opera lirica in tre atti di Bruno Barilli, su libretto di Ottone Schanzer.",,CHECK
,bn:14614004n,n,,Kari Peitsamo ja Ankkuli on Kari Peitsamo ja Ankkuli -yhtyeen EP vuodelta 1977.,,CHECK
,bn:14641265n,n,"nhạc_đỏ, nhac_do, red_music, vietnamese_red_music","Nhạc đỏ or literally ""Red Music"" is the common name of the revolutionary music genre in Vietnam.",,CHECK
,bn:14660724n,n,new_mexico_music,"New Mexico music is a genre of music that originated in the US State of New Mexico, it derives from the Puebloan music in the 13th century, and with the folk music of Hispanos during the 16th to 19th centuries in Santa Fe de Nuevo México.",,CHECK
,bn:14717490n,n,"bosnian_and_herzegovinian_hip_hop, bosnian_and_herzegovinan_hip_hop, bosnian_hip-hop, bosnian_hip_hop",Bosnian hip hop is a style of music made in Bosnia and Herzegovina.,,CHECK
,bn:14720872n,n,serbian_traditional_music,Негде дубоко у вековима на извору српског народа потекла је и песма.,,CHECK
,bn:14742766n,n,"contenance_angloise, the_contenance_angloise","The Contenance angloise, or English manner, is a distinctive style of polyphony developed in fifteenth-century England which uses full, rich harmonies based on the third and sixth.",,CHECK
,bn:14744236n,n,,"Napalm on suomalaisen grindcore-yhtye Rotten Soundin EP-levy, joka on julkaistu vuonna 2010.",,CHECK
,bn:14746516n,n,,"Fronte del palco è un tour di Vasco Rossi, svoltosi nel 1990 e nel 1991.",,CHECK
,bn:14771831n,n,new_chilean_cumbia,The New Chilean Cumbia also known as New Chilean Cumbia Rock is a subgenre of cumbia music that originated in Chile in the early 2000s and that largely surfaced in mainstream media in 2009 and 2010.,,CHECK
,bn:14818054n,n,,1960'lı yıllardan günümüze kadar heavy metal ve Hard rock müziğin zaman çizelgesidir.,,CHECK
,bn:14894367n,n,"classical_music_in_kosovo, kosovo_philharmonic",Classical music in Kosovo refers to the art music cultivated in Kosovo.,,CHECK
,bn:14896419n,n,traditional_music_in_kosovo,Traditional music in Kosovo is rich with rare and unique elements.,,CHECK
,bn:14910705n,n,,Juntos es el primer EP en español y el segundo en total del grupo estadounidense Fifth Harmony.,,CHECK
,bn:15005074n,n,,Clouds je studiové EP italské progressive rockové skupiny Nosound.,,CHECK
,bn:15079733n,n,"russian_romance, russian_art_song, gypsy_art_song, russian_gypsy_song","Russian romance or Russian Gypsy song is a type of sentimental sung poetry with hints of Gypsy influence that was developed in Imperial Russia by such composers as Alexander Alyabyev, Alexander Varlamov, and Alexander Gurilyov.",,CHECK
,bn:15099242n,n,,"Due respiri è l'EP di debutto della cantante italiana Chiara, pubblicato l'8 dicembre 2012 dalla Sony Music.",,CHECK
,bn:15116344n,n,canadian_heavy_metal,Canadian heavy metal music is a short history.,,CHECK
,bn:15150496n,n,,"La vita e la felicità è il primo EP del cantante italiano Michele Bravi, pubblicato il 6 dicembre 2013 dalla Sony Music.",,CHECK
,bn:15191442n,n,,"L'Orchestre national de Palestine est un orchestre symphonique créé en 2010 par Suhail Khoury, directeur du Conservatoire national de musique Edward Saïd.",,CHECK
,bn:15341838n,n,,Orseolo è un'opera di Ildebrando Pizzetti su libretto proprio.,,CHECK
,bn:15341968n,n,african_heavy_metal,"African heavy metal refers to the heavy metal music scene in Africa, particularly in East African countries such as Kenya and Uganda, West African, and Southern African countries including Namibia, Madagascar, Zimbabwe, Angola, Botswana, South Africa, Mozambique, and Zimbabwe.",,CHECK
,bn:15354280n,n,"jari_gan, jarigan","Jarigan or is one of the few indigenous music art performances of Bangladesh, West Bengal, Barak Valley and Brahmaputra Valley.",,CHECK
,bn:15368638n,n,"scottish_baroque_music, classical_music_in_scotland, scottish_baroque","Classical music in Scotland is all art music in the Western European classical tradition, between its introduction in the eighteenth century until the present day.",,CHECK
,bn:15377177n,n,popular_music_of_birmingham,Birmingham's culture of popular music first developed in the mid-1950s.,,CHECK
,bn:15411006n,n,,Musta aurinko nousee on suomalaisen doom metal -yhtye Kuolemanlaakson EP-levy.,,CHECK
,bn:15439430n,n,,Cagliostro è un'opera di Ildebrando Pizzetti su libretto proprio.,,CHECK
,bn:15459372n,n,,Alerte générale est un DVD de Werrason sorti en fin-2004.,,CHECK
,bn:15460284n,n,,Sous-sol est un DVD de Werrason & Wenge Musica Maison Mère sorti en 2006.,,CHECK
,bn:15468595n,n,russian_liturgical_music,Russian Liturgical Music is the musical tradition of the Russian Orthodox Church.,,CHECK
,bn:15554085n,n,,Sarastus on suomalaisen metalliyhtye October Fallsin EP-levy.,,CHECK
,bn:15577119n,n,,American band,,CHECK
,bn:15606268n,n,,Optional.empty,,CHECK
,bn:15611368n,n,,Disfear è il primo EP dei Disfear.,,CHECK
,bn:15673314n,n,,Maryna – polski instrument ludowy z grupy chordofonów.,,CHECK
,bn:15685363n,n,"azerbaijani_opera_and_ballet, opera_in_azerbaijan, opera_and_ballet_in_azerbaijan, azerbaijani_opera",Opera in Azerbaijan has a history dating back to the 19th century Russian Empire.,,CHECK
,bn:15747177n,n,,"Věta v hudbě představuje část či oddíl rozsáhlejší kompozice, užívaný většinou pro instrumentální skladby typu symfonie.",,CHECK
,bn:15751854n,n,,Dal 1963 il gruppo inglese rock dei Rolling Stones ha eseguito centinaia di concerti in tutto il mondo ed è la band che dal vivo ha avuto il maggior numero di spettatori della storia.,,CHECK
,bn:15865982n,n,,"Twist y Rock por Los Pekenikes es el 2º EP de Los Pekenikes y fue publicado en 1962, tras un nuevo cambio de músicos.",,CHECK
,bn:15867592n,n,,"Madrid es el primer EP de Los Pekenikes y fue publicado en 1961, con un sonido de Rock and Roll, además la mitad de los temas ya son instrumentales, con cierta influencia de The Shadows.",,CHECK
,bn:15880206n,n,birmingham_sound,"The Birmingham sound is a subgenre of techno that emerged in Birmingham, England in the early 1990s.",,CHECK
,bn:15901838n,n,,"La moda, ossia Gli scompigli domestici è un'opera in due atti di Antonio Salieri, su libretto di Pietro Cipretti.",,CHECK
,bn:15903114n,n,,"I tre filosofi è un'opera in due atti di Antonio Salieri, su libretto di Giovanni De Gamerra.",,CHECK
,bn:15903166n,n,,"Catilina è un'opera in due atti di Antonio Salieri, su libretto di Giovanni Battista Casti.",,CHECK
,bn:15903180n,n,,Il moro és una òpera en dos actes composta per Antonio Salieri sobre un llibret en italià de Giovanni De Gamerra.,,CHECK
,bn:15928347n,n,,Composition by Johann Sebastian Bach,,CHECK
,bn:15991382n,n,,El Concierto para Piano y Orquesta de Cuerdas en La menor MWV.,,CHECK
,bn:16017779n,n,,Harmagedon on suomalaisen black metal -yhtye Azaghalin EP-levy.,,CHECK
,bn:16024956n,n,,《hocc²》是香港歌手何韻詩的第二張音樂專輯，於2002年3月11日推出。,,CHECK
,bn:16046707n,n,,«El artista» es el primer sencillo de Hidrogenesse editado en México publicado por el sello Vale Vergas en formato vinilo siete pulgadas.,,CHECK
,bn:16051897n,n,,"Apuesta es un EP de la banda argentina Cirse, lanzado en noviembre de 2012 de forma independiente.",,CHECK
,bn:16071666n,n,,Kleopatra on suomalaisen rockyhtyeet Herra Ylpön & Ihmisten EP-levy.,,CHECK
,bn:16092603n,n,,"Sarcolytic on samannimisen yhtyeen EP-levy, joka julkaistiin vuonna 2005 levymerkillä Lacerated Enemy Records.",,CHECK
,bn:16096906n,n,,երաժշտական ալբոմ,,CHECK
,bn:16099729n,n,,"Il talismano è un'opera in tre atti di Antonio Salieri e Giacomo Rust su libretto di Lorenzo Da Ponte, tratto dalla commedia omonima di Carlo Goldoni.",,CHECK
,bn:16119670n,n,,"Linda chica es el moveno EP de Los Pekenikes, en línea con los anteriores: versiones de estrellas del momento junto a canciones propias.",,CHECK
,bn:16120041n,n,,"El Tururururú es el décimo EP de Los Pekenikes, enfrentado al éxito de Los Brincos le siguen con el tema con que abre el EP, que no deja de recordar a Flamenco, sin embargo la versión de ""Tengo una muñeca"" es salvaje, garage, igualmente fuerte en ""¿Por qué no me haces caso?, al menos en los instrumentos.",,CHECK
,bn:16120167n,n,,La gitana es el undécimo EP de Los Pekenikes que ha sustituido a Pepe Barranco y Pablo Argote por Eddie Guzmán que ha regresado de su aventura con los 4 jets y como al principio es el cantante y batería.,,CHECK
,bn:16132490n,n,music_in_early_modern_scotland,Music in early modern Scotland includes all forms of musical production in Scotland between the early sixteenth century and the mid-eighteenth century.,,CHECK
,bn:16157407n,n,,Haunting on suomalaisen metalliyhtyeen Domination Blackin EP-levy.,,CHECK
,bn:16246265n,n,hungarian_pop,Hungarian pop is the pop music scene of Hungary.,,CHECK
,bn:16250722n,n,hungarian_metal,Hungarian metal is the metal music scene of Hungary.,,CHECK
,bn:16260654n,n,,"Los Ejes musicales de Colombia son el conjunto de regiones culturales cuyas músicas folclóricas comparten géneros, estilos musicales y formatos de instrumentación.",,CHECK
,bn:16262976n,n,,"Los cuatro muleros es el séptimo EP del grupo español Los Pekenikes y su primer gran éxito, gracias al instrumental que le da nombre, basado en un tema popular andaluz tocado en clave de surf.",,CHECK
,bn:16267257n,n,,"El Vito es el octavo EP de Los Pekenikes, ya sin Juan Pardo que se va a Los Brincos, sustituido por Pepe Barranco pionero ex-miembro de los Estudiantes, primer grupo de la escena Rock de España y fan de Elvis Presley.",,CHECK
,bn:16295247n,n,,"Piercing all'anima è un EP non ufficiale del rapper italiano Jesto, pubblicato in free download nel 2012.",,CHECK
,bn:16310015n,n,,Piramida - prototyp pianina.,,CHECK
,bn:16316357n,n,,"Camilla, ossia Il sotterraneo è un'opera in tre atti di Ferdinando Paër su libretto di Giuseppe Carpani.",,CHECK
,bn:16319654n,n,,Per tutte le volte che... è un ep digitale di Valerio Scanu pubblicato il 16 aprile 2010 dalla EMI.,,CHECK
,bn:16327685n,n,,"Un giorno da cani è un EP del gruppo musicale italiano Club Dogo, pubblicato il 12 aprile 2011 dalla Universal Music Group.",,CHECK
,bn:16471101n,n,,"Mermelada es el primer EP de la banda de Power pop, Somos Mermelada.",,CHECK
,bn:16482672n,n,,"Embrionale è il secondo EP del rapper italiano Ghemon, pubblicato il 23 aprile 2010 ed è scaricabile dal web gratuitamente.",,CHECK
,bn:16524368n,n,,"El Tour La Fuerza del Destino es una gira que consistía el regreso a los escenarios del grupo español Mecano, pero por motivos de desacuerdos, Ana Torroja, su vocalista y actualmente solista, decide rendirle un particular homenaje.",,CHECK
,bn:16544512n,n,,երաժշտական ալբոմ,,CHECK
,bn:16576201n,n,,Sen o Warszawie – minialbum muzyczny Czesława Niemena z 1966 roku.,,CHECK
,bn:16594133n,n,,Pittori fiamminghi è un'opera di Antonio Smareglia su libretto di Luigi Illica.,,CHECK
,bn:16594138n,n,,Abisso és una òpera en tres actes composta per Antonio Smareglia sobre un llibret en italià de Silvio Benco.,,CHECK
,bn:16604600n,n,"afro-soul, afro_soul, afrosoul",Afro-soul is a music genre that is a fusion between soul music and African sound.,,CHECK
